domain,email_user,status,message,raw_response
karyamu.my.id,aldi.iskandar3332,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""aldi.iskandar3332+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,aldi.kurniawan4829,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""aldi.kurniawan4829+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,aldi.mahendra1265,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""aldi.mahendra1265+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,aldi.mahendra6288,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""aldi.mahendra6288+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,aldi.panjaitan3920,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""aldi.panjaitan3920+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,aldi.permana8157,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""aldi.permana8157+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,aldi.ramadhan7628,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""aldi.ramadhan7628+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,aldi.safitri9965,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""aldi.safitri9965+karyamu.my.id""}"
karyamu.my.id,aldi.salim7781,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""aldi.salim7781+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,aldi.setiawan3549,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""aldi.setiawan3549+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,aldi.setiawan7137,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""aldi.setiawan7137+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,aldi.situmorang2095,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""aldi.situmorang2095+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,aldi.situmorang9077,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""aldi.situmorang9077+karyamu.my.id""}"
karyamu.my.id,aldi.tanjung1620,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""aldi.tanjung1620+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,aldi.yulianti7244,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""aldi.yulianti7244+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,andi.ginting6869,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""andi.ginting6869+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,andi.gunawan3175,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""andi.gunawan3175+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,andi.iskandar904,SUCCESS,Email berhasil dibuat,"{""data"":""andi.iskandar904+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,andi.kurniawan3741,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""andi.kurniawan3741+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,andi.kurniawan5560,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""andi.kurniawan5560+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,andi.nugroho9977,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""andi.nugroho9977+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,andi.pranata9791,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""andi.pranata9791+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,andi.prasetyo8554,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""andi.prasetyo8554+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,andi.purnomo5396,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""andi.purnomo5396+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,andi.puspita6905,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""andi.puspita6905+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,andi.santoso3567,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""andi.santoso3567+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,andi.siahaan6247,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""andi.siahaan6247+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,andi.syahputra8375,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""andi.syahputra8375+karyamu.my.id""}"
karyamu.my.id,andi.utami1876,SUCCESS,Email berhasil dibuat,"{""data"":""andi.utami1876+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,andi.wibowo4468,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""andi.wibowo4468+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,andi.wibowo7553,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""andi.wibowo7553+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,anita.anggraini9605,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""anita.anggraini9605+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,anita.cahyani6822,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""anita.cahyani6822+karyamu.my.id""}"
karyamu.my.id,anita.ginting8961,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""anita.ginting8961+karyamu.my.id""}"
karyamu.my.id,anita.hartono3995,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""anita.hartono3995+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,anita.hidayat5553,SUCCESS,Email berhasil dibuat,"{""data"":""anita.hidayat5553+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,anita.hutapea8224,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""anita.hutapea8224+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,anita.maulana1738,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""anita.maulana1738+karyamu.my.id""}"
karyamu.my.id,anita.nasution4206,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""anita.nasution4206+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,anita.nugroho4060,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""anita.nugroho4060+karyamu.my.id"",""errors"":null}"
karyamu.my.id,anita.permana9330,SUCCESS,Email berhasil dibuat,"{""data"":""anita.permana9330+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,anita.permana9735,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""anita.permana9735+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,anita.puspita5877,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""anita.puspita5877+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,anita.rahayu6009,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""anita.rahayu6009+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,anita.rahayu8699,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""anita.rahayu8699+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,anita.ramadhan1875,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""anita.ramadhan1875+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,anita.situmorang1034,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""anita.situmorang1034+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,arif.anggraini9840,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""arif.anggraini9840+karyamu.my.id""}"
karyamu.my.id,arif.cahyani1503,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""arif.cahyani1503+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,arif.firmansyah2075,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""arif.firmansyah2075+karyamu.my.id""}"
karyamu.my.id,arif.ginting7890,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""arif.ginting7890+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,arif.hakim9007,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""arif.hakim9007+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,arif.harahap1239,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""arif.harahap1239+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,arif.harahap5772,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""arif.harahap5772+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,arif.hartono9944,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""arif.hartono9944+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,arif.iskandar5533,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""arif.iskandar5533+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,arif.nasution8786,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""arif.nasution8786+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,arif.permana4425,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""arif.permana4425+karyamu.my.id"",""errors"":null}"
karyamu.my.id,arif.permana6554,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""arif.permana6554+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,arif.pratama9459,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""arif.pratama9459+karyamu.my.id"",""errors"":null}"
karyamu.my.id,arif.santoso1428,SUCCESS,Email berhasil dibuat,"{""data"":""arif.santoso1428+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,arif.santoso5354,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""arif.santoso5354+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,arif.simanjuntak9430,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""arif.simanjuntak9430+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,arif.wijaya3208,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""arif.wijaya3208+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,arif.yulianti9909,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""arif.yulianti9909+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,asep.cahyani6783,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""asep.cahyani6783+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,asep.cahyani9917,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""asep.cahyani9917+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,asep.handayani3087,SUCCESS,Email berhasil dibuat,"{""data"":""asep.handayani3087+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,asep.harahap4197,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""asep.harahap4197+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,asep.harahap7317,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""asep.harahap7317+karyamu.my.id"",""errors"":null}"
karyamu.my.id,asep.kurniawan7858,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""asep.kurniawan7858+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,asep.pranata3647,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""asep.pranata3647+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,asep.puspita2704,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""asep.puspita2704+karyamu.my.id""}"
karyamu.my.id,asep.puspita6017,SUCCESS,Email berhasil dibuat,"{""data"":""asep.puspita6017+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,asep.rahayu1037,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""asep.rahayu1037+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,asep.salim2455,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""asep.salim2455+karyamu.my.id""}"
karyamu.my.id,asep.salim9472,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""asep.salim9472+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,asep.sihombing3957,SUCCESS,Email berhasil dibuat,"{""data"":""asep.sihombing3957+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,asep.situmorang5086,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""asep.situmorang5086+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,asep.susanto1060,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""asep.susanto1060+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,asep.tanjung1266,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""asep.tanjung1266+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,asep.utami7247,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""asep.utami7247+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,ayu.hakim4269,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""ayu.hakim4269+karyamu.my.id"",""errors"":null}"
karyamu.my.id,ayu.hakim6538,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""ayu.hakim6538+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,ayu.harahap5633,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""ayu.harahap5633+karyamu.my.id"",""errors"":null}"
karyamu.my.id,ayu.lubis8005,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""ayu.lubis8005+karyamu.my.id""}"
karyamu.my.id,ayu.nugroho9752,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""ayu.nugroho9752+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,ayu.panjaitan7839,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""ayu.panjaitan7839+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,ayu.purnomo2421,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""ayu.purnomo2421+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,ayu.rahayu6706,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""ayu.rahayu6706+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,ayu.safitri3548,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""ayu.safitri3548+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,ayu.safitri4272,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""ayu.safitri4272+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,ayu.saputra857,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""ayu.saputra857+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,ayu.setiawan9635,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""ayu.setiawan9635+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,ayu.setiawan9651,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""ayu.setiawan9651+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,ayu.susanto4461,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""ayu.susanto4461+karyamu.my.id""}"
karyamu.my.id,ayu.wicaksono594,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""ayu.wicaksono594+karyamu.my.id"",""errors"":null}"
karyamu.my.id,ayu.wijaya3481,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""ayu.wijaya3481+karyamu.my.id""}"
karyamu.my.id,bagus.ginting3861,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""bagus.ginting3861+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,bagus.gunawan1990,SUCCESS,Email berhasil dibuat,"{""data"":""bagus.gunawan1990+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,bagus.harahap7271,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""bagus.harahap7271+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,bagus.hutapea5716,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""bagus.hutapea5716+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,bagus.maulana7676,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""bagus.maulana7676+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,bagus.nasution1034,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""bagus.nasution1034+karyamu.my.id""}"
karyamu.my.id,bagus.nasution8394,SUCCESS,Email berhasil dibuat,"{""data"":""bagus.nasution8394+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
